id,original_language,title,genre_list,cast_list,crew_list,comp_list
235271,en,Addicted,Drama Thriller ,JasonReynard Tony 10-year-oldZoe ,Bille Woodruff,Lionsgate CodeblackEntertainment 
45153,en,Eve's Bayou,Drama ,EveBatiste CiselyBatiste RozBatiste ,Kasi Lemmons,
284293,en,Still Alice,Drama ,Dr.AliceHowland Dr.JohnHowland LydiaHowland ,Richard Glatzer,KillerFilms BigIndiePictures BackupMedia BSMStudio 
24973,en,The Egyptian,History Drama ,Merit Horemheb Baketamon ,Michael Curtiz,TwentiethCenturyFoxFilmCorporation 
21610,en,Nighthawks,Action Crime Thriller ,Det.Sgt.DekeDaSilva Wulfgar Det.Sgt.MatthewFox ,Bruce Malmuth,UniversalPictures MartinPollProductions TheProductionCompany 
10283,en,Friday the 13th Part VIII: Jason Takes Manhattan,Horror Thriller ,Jason RennieWickham SeanRobertson ,Rob Hedden,ParamountPictures SeanS.CunninghamFilms HorrorInc. 
8346,en,My Big Fat Greek Wedding,Comedy Drama Romance ,Toula IanMiller MariaPortokalos ,Joel Zwick,HomeBoxOffice(HBO) Playtone GoldCircleFilms OntarioFilmDevelopmentCorporation MPHEntertainmentProductions 
122081,en,Spring Breakers,Drama Crime ,Alien Faith Candy ,Harmony Korine,RabbitBandiniProductions DivisionFilms PopFilms RadarPictures MuseProductions MJZ O'Salvation Iconoclast 
10987,en,Halloween: The Curse of Michael Myers,Horror Thriller ,Dr.SamLoomis TommyDoyle KaraStrode ,Joe Chappelle,MiramaxFilms 
1391,es,Y Tu Mamá También,Drama Romance ,JulioZapata TenochIturbide LuisaCortés ,Alfonso Cuarón,BésameMuchoPictures ProduccionesAnhelo TheCriterionCollection 
747,en,Shaun of the Dead,Horror Comedy ,Shaun Ed Liz ,Edgar Wright,UniversalPictures BigTalkProductions StudioCanal Film4 WorkingTitleFilms WT2Productions DeWolfeMusic InsideTrack2 
14745,en,The Haunting of Molly Hartley,Drama Horror ,MollyHartley RobertHartley JosephYoung ,Mickey Liddell,FreestyleReleasing LiddellEntertainment 
26748,en,Lone Star,Drama Mystery Romance ,SamDeeds BuddyDeeds Pilar ,John Sayles,CastleRockEntertainment ColumbiaPicturesCorporation RioDulce 
11357,en,Halloween 4: The Return of Michael Myers,Horror Thriller ,Dr.SamLoomis RachelCarruthers JamieLloyd ,Dwight H. Little,DimensionFilms 
24913,en,April Fool's Day,Horror Mystery ,Muffy/BuffySt.John ArchCummings Ferryman ,Fred Walton,ParamountPictures HometownFilms YCTM 
13776,en,Diner,Comedy Drama ,Edward'Eddie'Simmons Laurence'Shrevie'Schreiber Robert'Boogie'Sheftell ,Barry Levinson,Metro-Goldwyn-Mayer(MGM) 
14854,en,Lone Wolf McQuade,Action Crime Drama Romance Thriller Western ,J.J.McQuade RawleyWilkes LolaRichardson ,Steve Carver,1818 LoneWolfMcQuadeAssociates TopkickProductions 
50357,en,Apollo 18,Horror Thriller Science Fiction ,Lt.Col.JohnGrey Capt.BenjaminAnderson Cdr.NathanWalker ,Gonzalo López-Gallego,BazelevsProduction DimensionFilms BekmambetovProjectsLtd. 
13090,en,Sunshine Cleaning,Comedy Drama ,RoseLorkowski NorahLorkowski JoeLorkowski ,Christine Jeffs,BackLotPictures OvertureFilms BigBeachFilms 
192141,en,No Escape,Action Thriller ,JackDwyer AnnieDwyer Hammond ,John Erick Dowdle,BoldFilms LivingFilms BrothersDowdleProductions 
16441,en,The Beastmaster,Action Fantasy ,Dar Kiri Maax ,Don Coscarelli,AntaresProduzioneCinematografica Metro-Goldwyn-Mayer(MGM) 
29996,en,Solomon and Sheba,Drama History Romance War ,Solomon Sheba Adonijah ,King Vidor,EdwardSmallProductions 
351819,en,Fifty Shades of Black,Romance Comedy ,Christian Hannah Gary ,Michael Tiddes,OpenRoadFilms(II) 
14834,en,Not Easily Broken,Drama Romance ,DaveJohnson ClariceClark JulieSawyer ,Bill Duke,
22649,en,A Farewell to Arms,Drama Romance War ,CatherineBarkley LieutenantFredericHenry MajorRinaldi ,Frank Borzage,ParamountPictures 
378200,en,The Perfect Match,Comedy Romance ,Charlie Sherry Karen ,Bille Woodruff,Lionsgate JorvaEntertainmentProductions 
20455,en,Digimon: The Movie,Fantasy Animation Science Fiction Family ,Kari/YoungKari(voice) YoungTai/Tai(voice) RedGreymon(voice) ,Mamoru Hosoda,SabanEntertainment Toei 
13193,en,Saved!,Comedy Drama ,Mary HilaryFaye Roland ,Brian Dannelly,
11042,fr,The Barbarian Invasions,Comedy Crime Drama ,Rémy Sébastien Nathalie ,Denys Arcand,PyramideProductions CinémaginaireInc. TéléfilmCanada TheHaroldGreenbergFund AstralFilms Canal+ SociétéRadio-Canada SociétédeDéveloppementdesEntreprisesCulturelles(SODEC) CentreNationaldelaCinématographie(CNC) 
10786,en,Robin and Marian,Action Adventure Drama Romance ,RobinHood LadyMarian SheriffofNottingham ,Richard Lester,ColumbiaPicturesCorporation RastarPictures 
12484,en,The Forsaken,Action Adventure Horror Thriller ,Sean Nick Megan ,J.S. Cardone,ScreenGems SonyPicturesEntertainment EgmontFilm ColumbiaTriStarHomeEntertainment 
17339,en,Force 10 from Navarone,Action Adventure War Thriller ,LieutenantColonelBarnsby Maj.KeithMallory MaritzaPetrovich ,Guy Hamilton,ColumbiaPicturesCorporation 
11959,en,UHF,Comedy ,GeorgeNewman Teri StanleySpadowski ,Jay Levey,OrionPictures Cinecorp 
9900,en,Grandma's Boy,Comedy ,Samantha Alex Dante ,Nicholaus Goossen,TwentiethCenturyFoxFilmCorporation HappyMadisonProductions 
14662,en,Slums of Beverly Hills,Comedy Drama ,VivianAbromowitz MurraySamuelAbromowitz RitaAbromowitz ,Tamara Jenkins,FoxSearchlightPictures 
335,it,Once Upon a Time in the West,Western ,Frank JillMcBain Cheyenne ,Sergio Leone,ParamountPictures RafranCinematografica FinanziaSanMarco 
15745,en,Made,Action Comedy Thriller ,RickySlade Bobby Ruiz ,Jon Favreau,ArtisanEntertainment 
17431,en,Moon,Science Fiction Drama ,SamBell RobotGerty(Voice) TessBell ,Duncan Jones,LibertyFilmsUK LunarIndustries XinguFilms LimelightFund 
21014,en,Keeping Up with the Steins,Comedy ,BenjaminFiedler JoanneFiedler AdamFiedler ,Scott Marshall,
78394,en,Sea Rex 3D: Journey to a Prehistoric World,Documentary ,Conservatoryassistant Jacques Julie ,Ronan Chapalain,N3DLandProductions MantelloBrothersProductions 
10217,en,The Sweet Hereafter,Drama ,MitchellStephens ZoeStevens NicoleBurnell ,Atom Egoyan,FineLineFeatures AllianceCommunications 
46332,fr,Of Gods and Men,Drama History ,Christian Luc Christophe ,Xavier Beauvois,WhyNotProductions ArmadaFilms FranceTélévision Cinémage4 Cofinova6 Soficinéma6 
13996,en,Bottle Shock,Comedy Drama ,StevenSpurrier BoBarrett JimBarrett ,Randall Miller,ZininsaFilmProduction IntellectualPropertiesWorldwide 
3028,en,Jekyll and Hyde ... Together Again,Comedy Horror Science Fiction ,Dr.Jekyll/Mr.Heyde MaryCarew Ivy ,Jerry Belson,
1024,en,Heavenly Creatures,Drama Fantasy ,PaulineParkerRieper JulietHulme HonorahParkerRieper ,Peter Jackson,WingNutFilms MiramaxFilms NewZealandFilmCommission FontanaProductions 
343795,en,90 Minutes in Heaven,Drama ,EvaPiper DonPiper ChrisPiper ,Michael Polish,Emmett/FurlaFilms GivingFilms 
45658,en,Everything Must Go,Comedy Drama Romance ,Samantha NickHalsey Gary ,Dan Rush,BirdsongPictures IMGlobal 
16148,en,Zero Effect,Comedy Crime Mystery Thriller ,DarylZero SteveArlo GregoryStark ,Jake Kasdan,CastleRockEntertainment ColumbiaPicturesCorporation ManifestFilmCompany 
4553,en,The Machinist,Thriller Drama ,TrevorReznik Stevie Marie ,Brad Anderson,FilmaxEntertainment CastelaoProducciones Canal+España InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) ICF 
36351,en,Light Sleeper,Drama Crime ,JohnLeTour Ann MarianneJost ,Paul Schrader,FineLineFeatures LiveEntertainment SevenArts CarolcoPictures 
245916,en,Kill the Messenger,Thriller Crime Drama Mystery ,GaryWebb AnnaSimons FredWeil ,Michael Cuesta,TheCombine BluegrassFilms 
27585,en,Rabbit Hole,Drama ,BeccaCorbett HowieCorbett Nat ,John Cameron Mitchell,OlympusPictures 
1415,en,Party Monster,Comedy Drama Crime ,JamesSt.James MichaelAlig Gitsy ,Fenton Bailey,ContentFilm 
313922,en,Green Room,Horror Crime Thriller ,Pat Amber Sam ,Jeremy Saulnier,FilmScience BroadGreenPictures 
14474,en,The Oh in Ohio,Comedy Drama Romance ,PriscillaChase WaynethePoolGuy JackChase ,Billy Kent,"ColdIronPictures AmbushEntertainment AVClub,The "
199933,en,Atlas Shrugged Part III: Who is John Galt?,Drama Science Fiction Mystery ,RagnarDanneskjöld HenryRearden Dr.HughAkston ,James Manera,Atlas3Productions 
13685,en,Bottle Rocket,Comedy Crime Drama ,AnthonyAdams Dignan Inez ,Wes Anderson,GracieFilms ColumbiaPicturesCorporation 
8744,en,Albino Alligator,Crime Drama Thriller ,Dova JanetBoudreaux Milo ,Kevin Spacey,MiramaxFilms AlbinoAlligatorProductions 
38428,hi,"Gandhi, My Father",Drama Foreign History ,MahatmaGandhi HarilalGandhi GulabGandhi ,Feroz Abbas Khan,
8847,en,Standard Operating Procedure,Documentary ,Himself Himself Himself ,Errol Morris,SonyPicturesClassics 
39269,en,Out of the Blue,Drama ,Don Dr.Brean Kathy ,Dennis Hopper,RobsonStreet 
46838,en,Tucker and Dale vs Evil,Comedy Horror ,Tucker Dale Allison ,Eli Craig,EdenRockMedia 
51384,en,"Lovely, Still",Drama Romance ,RobertMalone Mary Mike ,Nicholas Fackler,
56930,en,Tycoon,Action Drama Romance ,JohnnyMunroe MauraAlexanderMunroe FrederickAlexander(asSirCedricHardwicke)v ,Richard Wallace,RKORadioPictures 
41730,en,Desert Blue,Comedy Drama ,PeteKepler SkyeDavidson BlueBaxter ,Morgan J. Freeman,IgniteEntertainment HSXFilms 
18442,en,Decoys,Horror Science Fiction Thriller ,Constance Lilly Roger ,Matthew Hastings,
298312,en,The Visit,Horror Thriller ,RebeccaJamison TylerJamison Mother ,M. Night Shyamalan,BlumhouseProductions BlindingEdgePictures 
11600,en,Redacted,Drama War ,AngelSalazar LawyerMcCoy MasterSergeantSweet ,Brian De Palma,HDNetFilms TheFilmFarm 
71547,de,Fascination,Romance Thriller ,MaureenDoherty ScottDoherty PatrickDoherty ,Klaus Menzel,QualityFilmsEntertainment 
57876,en,Area 51,Horror Thriller Science Fiction ,Reid Darrin Ben ,Oren Peli,InsurgePictures 
77495,es,Sleep Tight,Thriller ,César Clara Marcos ,Jaume Balagueró,FilmaxEntertainment CastelaoProducciones Cubica 
13849,en,The Cottage,Horror Comedy Crime Thriller ,David Peter Tracey ,Paul Andrew Williams,IsleofManFilm UKFilmCouncil ScreenYorkshire SteelMillPictures 
14849,en,Dead Like Me: Life After Death,Drama Fantasy Comedy ,GeorgeLass RoxyHarvey Mason ,Stephen Herek,Metro-Goldwyn-Mayer(MGM) 
12486,en,Farce of the Penguins,Comedy Documentary ,Narrator(voice) They'reallbitchesPenguin(voice) Helen(voice) ,Bob Saget,FOTPProductions 
19615,en,Flying By,Drama ,George Pamela Rachel ,nan,
244403,en,Rudderless,Music Drama Comedy ,Sam Quentin Emily ,William H. Macy,UnifiedPictures AmberdaleProductions TeeRobPictures 
292481,en,Henry & Me,Family Animation ,Henry(voice) LeftyGomez(voice) BabeRuth(voice) ,Barrett Esposito,Henry&MeProductions 
340816,en,Christmas Eve,Romance Comedy ,Harris Dawn Dr.Roberts ,Mitch Davis,Unstuck 
78814,en,We Have Your Husband,TV Movie Crime Drama Thriller ,JayneValseca EduardoValseca Raul ,Eric Bross,JohnsonProductionGroup SilverScreenPictures 
297596,en,Dying of the Light,Thriller Drama ,EvanLake MiltonSchultz MuhammadBanir ,Paul Schrader,TinResEntertainment OverUnderMedia 
299552,en,Born Of War,Action Thriller War ,Simon Mina Olivia ,Vicky Jewson,JewsonFilm BornofWar 
11935,en,Capricorn One,Drama Action Thriller Science Fiction ,RobertCaulfield Col.CharlesBrubaker KayBrubaker ,Peter Hyams,AssociatedGeneralFilms IncorporatedTelevisionCompany(ITC) 
113406,en,Should've Been Romeo,Comedy Drama ,Joey Charlie Billie ,Marcia Bennett,PhillybrookFilms 
447027,en,Running Forever,Family ,nan,nan,NewKingdomPictures 
290825,en,Yoga Hosers,Comedy Fantasy Horror Thriller ,ColleenCollette ColleenMcKenzie YogiBayer ,Kevin Smith,InvinciblePicturesCorp. AbbolitaProductions DestroFilms 
361159,en,Navy Seals vs. Zombies,Horror Action ,Lt.PeteCunnigham CommanderSheer VicePresidentBentley ,Stanton Barrett,HollywoodMediaBridge ThroneProductions 
12555,cs,I Served the King of England,Comedy Drama ,JanDítejunior JanDítesenior Líza ,Jiří Menzel,
31175,de,Soul Kitchen,Drama Comedy ,ZinosKazantsakis ShaynWeiss IliasKazantsakis ,Fatih Akin,CorazónInternational BiografJanSvěrák 
12498,en,Sling Blade,Drama ,KarlChilders DoyleHargraves CharlesBushman ,Billy Bob Thornton,MiramaxFilms 
77949,en,The Awakening,Horror Thriller ,FlorenceCathcart RobertMallory MaudHill ,Nick Murphy ,BBCFilms StudioCanal CreativeScotland OriginPictures LipsyncProductions 
1690,en,Hostel,Horror ,Paxton Josh Oli ,Eli Roth,InternationalProductionCompany RawNerve Lionsgate NextEntertainment ScreenGems HostelLLC 
8435,en,A Cock and Bull Story,Comedy Drama ,TristramShandy/WalterShandy/himself Capt.TobyShandy/himself ElizabethShandy/herself ,Michael Winterbottom,RevolutionFilms BBCFilms BabyCowProductions EMMedia ScionFilms EastMidlandsMediaInitiative 
64720,en,Take Shelter,Thriller Drama ,CurtisLaForche SamanthaLaForche Nat ,Jeff Nichols,Hydraulx REICapital GroveHillProductions StrangeMatterFilms 
49365,en,Lady in White,Horror Thriller ,FrankieScarlatti PhilTerragarossa Angelo'Al'Scarlatti ,Frank LaLoggia,NewSkyCommunicationsInc. 
11404,en,Driving Lessons,Drama Comedy ,LauraMarshall BenMarshall EvieWalton ,Jeremy Brock,
300706,en,Let's Kill Ward's Wife,Comedy ,David Tom Geena ,Scott Foley,LostRhinoFilms 
16337,en,The Texas Chainsaw Massacre 2,Horror ,"Lieutenant'Lefty'Enright Vanita'Stretch'Brock DraytonSawyer,theCook ",Tobe Hooper,CannonFilms 
11577,en,Pat Garrett & Billy the Kid,Western ,SheriffPatGarrett WilliamH.Bonney(BillytheKid) SheriffKipMcKinney ,Sam Peckinpah,Metro-Goldwyn-Mayer(MGM) 
77987,en,Only God Forgives,Drama Thriller Crime ,Julian Jenna Gordon ,Nicolas Winding Refn,Gaumont WildBunch BoldFilms FilmiVäst AGrandElephant 
40185,fr,Camping Sauvage,Drama Romance ,Blaise Camille Eddie ,Christophe Ali,
68202,en,Without Men,Comedy Romance ,Rosalba Gordon PriestRafael ,Gabriela Tagliavini,
8981,en,Dear Frankie,Drama Family ,TheStranger Lizzie Frankie ,Shona Auerbach,ScottishScreen PathéPicturesInternational UKFilmCouncil InsideTrackProductions SigmaFilms ScorpioFilms 
10914,en,All Hat,Action Comedy Drama Western ,Chrissie RayDokes PeteCulpepper ,Leonard Farlinger,NewRealFilms 
50848,fr,The Names of Love,Drama Comedy Romance ,"ArthurMartin BahiaBenmahmoud MohamedBenmahmoud,lepèredeBahia ",Michel Leclerc,Canal+ TPSStar DelanteFilms TF1DroitsAudiovisuels 
166624,en,Treading Water,Drama Comedy ,Mica Laura Sophie ,Analeine Cal y Mayor,RhombusMedia MecanismoFilms Redrum 
10822,en,Savage Grace,Drama ,BarbaraBaekeland BrooksBaekeland TonyBaekeland ,Tom Kalin,CelluloidDreams KillerFilms JohnWellsProductions MontfortProducciones 
10844,en,Out of the Blue,Drama ,NickHarvey Julie-AnneBryson GarryHolden ,Robert Sarkies,
9336,en,Police Academy,Comedy Crime ,CadetCareyMahoney CadetKarenThompson Lt.ThaddeusHarris ,Hugh Wilson,WarnerBros. TheLaddCompany 
5689,en,The Blue Lagoon,Romance Adventure Drama ,Emmeline Richard PaddyButton ,Randal Kleiser,ColumbiaPicturesCorporation 
712,en,Four Weddings and a Funeral,Comedy Drama Romance ,Charles Carrie Tom ,Mike Newell,ChannelFourFilms PolyGramFilmedEntertainment WorkingTitleFilms 
13342,en,Fast Times at Ridgemont High,Comedy ,JeffSpicoli StacyHamilton BradHamilton ,Amy Heckerling,UniversalPictures RefugeeFilms 
10339,en,Moby Dick,Adventure Drama ,CaptainAhab Ishmael Starbuck ,John Huston,WarnerBros. MoulinProductionsInc. 
1429,en,25th Hour,Crime Drama ,MontyBrogan JacobElinsky FrankSlaughtery ,Spike Lee,40Acres&AMuleFilmworks TouchstonePictures 
9303,en,Bound,Crime Drama Romance Thriller ,Violet Corky Caesar ,Lilly Wachowski,DinoDeLaurentiisCompany SpellingFilms 
641,en,Requiem for a Dream,Crime Drama ,SaraGoldfarb HarryGoldfarb MarionSilver ,Darren Aronofsky,ArtisanEntertainment 
27686,en,State Fair,Music Romance ,MargyFrake PatGilbert WayneFrake ,Walter Lang,TwentiethCenturyFoxFilmCorporation 
65749,es,Tango,Drama Foreign Romance ,MarioSuárez LauraFuentes ElenaFlores ,Carlos Saura,AdelaPictures 
6106,en,Salvador,Drama ,RichardBoyle DoctorRock AmbassadorThomasKelly ,Oliver Stone,HemdaleFilm 
252680,en,Moms' Night Out,Comedy ,Allyson Sean Sondra ,Jon Erwin,TriStarPictures ProvidentFilms PureFlixEntertainment AffirmFilms FourBoysEntertainment 
141,en,Donnie Darko,Fantasy Drama Mystery ,DonnieDarko GretchenRoss JimCunningham ,Richard Kelly,PandoraCinema FlowerFilms AdamFieldsProductions 
66607,en,Saving Private Perez,Action Comedy Foreign ,Rosalío Carmelo Eladio ,Beto Gómez,
17139,nl,Character,Drama Foreign History ,Dreverhaven Katadreuffe Joba ,Mike van Diem,FirstFloorFeatures AlmericaFilms 
12079,en,Spun,Comedy Crime Drama ,Ross TheCook Nikki ,Jonas Åkerlund,MuseProductions BrinkFilms SilverNitrate 
39800,en,Life During Wartime,Comedy Drama ,Helen Andy Joy ,Todd Solondz,WercWerkWorks 
4550,ko,Sympathy for Lady Vengeance,Drama Thriller ,Mr.Baek LeeGeum-ja Jenny ,Park Chan-wook,CJCapitalInvestment KoreaCapitalInvestment MohoFilms TSJEntertainment SamsungVentureCapital IlshinCapitalInvestments CenturionInvestment 
62116,fr,Mozart's Sister,Drama ,NannerlMozart LéopoldMozart Anna-MariaMozart ,René Féret,LesFilmsAlyne 
9991,en,Mean Machine,Comedy Drama ,DannyMeehan Doc Governor ,Barry Skolnick,SKAFilms 
13807,cn,Exiled,Action Crime Thriller ,Blaze Tai BossFay ,Johnnie To,MediaAsiaFilms MilkyWayImageCompany 
68818,en,Blackthorn,Adventure Action Western ,James Yana Ing.EduardoApodaca ,Mateo Gil,QuickfireFilms TelevisiónEspañola(TVE) ArcadiaMotionPictures NoodlesProduction Canal+España InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) InstitutodeCréditoOficial(ICO) ONO ArianeMararíaFilms NixFilms EterPictures MantoFilms PegasoProducciones IbermediaEuropeanCommunityProgram AudiovisualAvalSGR 
12093,sv,Lilya 4-ever,Crime Drama ,Lilja Wolodja Lilja'smother ,Lukas Moodysson,DetDanskeFilminstitut MemfisFilm FilmiVäst 
36419,en,After.Life,Drama Horror Mystery Thriller ,EliotDeacon Paul AnnaTaylor ,Agnieszka Wojtowicz-Vosloo,PlumPictures HarborLightEntertainment LlejuProductions 
281730,en,Fugly,Comedy Drama Thriller ,R.SChautala Dev Devi ,Kabir Sadanand,
510,en,One Flew Over the Cuckoo's Nest,Drama ,RandlePatrickMcMurphy NurseMildredRatched Martini ,Miloš Forman,UnitedArtists FantasyFilms WarnerBros. 
362105,en,R.L. Stine's Monsterville: The Cabinet of Souls,Comedy Horror ,Beth Lilith Hunter ,Peter DeLuise,EveryWhereStudios 
10970,en,Silent Movie,Comedy ,MelFunn MartyEggs DomBell ,Mel Brooks,CrossbowProductions 
375290,hi,Airlift,Thriller Action Drama History ,RanjitKatyal AmritaKatyal Tasneem ,Raja Menon,T-Series HariOmEntertainmentCo. CapeOfGoodFilms 
17663,en,Anne of Green Gables,Drama Family ,AnneShirley MarillaCuthbert MatthewCuthbert ,Kevin Sullivan,SullivanEntertainment 
270938,en,Falcon Rising,Adventure Action ,John'Falcon'Chapman MannyRidley CarloBororo ,Ernie Barbarash,StrohberryFilms 
116613,en,The Sweeney,Action Drama Crime ,JackRegan GeorgeCarter NancyLewis ,Nick Love,VertigoFilms ExponentialFilms EmbargoFilms 
11826,en,Sexy Beast,Crime Drama Thriller ,Gary„Gal“Dove DonLogan TeddyBass ,Jonathan Glazer,FoxSearchlightPictures Kanzaman Filmfour RecordedPictureCompany(RPC) 
29920,sv,Easy Money,Drama Thriller Crime ,Johan'JW'Westlund Jorge Mrado ,Daniel Espinosa,TreVännerProduktionAB SwedishFilmInstitute FilmiVäst 
1088,en,Whale Rider,Drama Family ,PaikeaApirana Koro NannyFlowers ,Niki Caro,SouthPacificPictures 
26379,en,Paa,Drama Family Foreign ,Auro AmolArte VidyaArte ,nan,ABCorp 
34069,de,Cargo,Thriller Mystery Science Fiction ,SamuelDecker LauraPortmann AnnaLindbergh ,Ivan Engler,Telepool AtlantisPictures SchweizerischeRadio-undFernsehgesellschaft(SRG) AscotEliteEntertainmentGroup EgliFilm TeleclubAG CentauriMedia 
10947,en,High School Musical,Comedy Drama Family Music TV Movie ,TroyBolton GabriellaMontez SharpayEvans ,Kenny Ortega,DisneyChannel 
47452,en,Love and Death on Long Island,Drama Romance Foreign ,GilesDe'Ath RonnieBostock Mrs.Barker ,Richard Kwietniowski,ArtsCouncilofEngland BritishBroadcastingCorporation(BBC) BritishScreenProductions 
3040,ru,Night Watch,Fantasy Action Thriller ,AntonGorodetsky Geser Olga ,Timur Bekmambetov,BazelevsProduction ChannelOneRussia TABBAK TheFirstChannel 
11386,en,The Crying Game,Romance Crime Drama Thriller ,Fergus Dil Jude ,Neil Jordan,MiramaxFilms ChannelFourFilms PalacePictures NipponFilmDevelopmentandFinanceInc. Eurotrustees BritishScreenProductions 
10246,en,Porky's,Comedy ,PeeWee Billy Tommy ,Bob Clark,MelvinSimonProductions AstralBellevuePathé 
